ID,File,Line,Context
0,Build/Cache/DepTokenizer.zig,302,"} |     unreachable; | }"
1,Build/Cache/DepTokenizer.zig,427,"}, |             else => unreachable, |         }"
2,Build/Cache/DepTokenizer.zig,433,"switch (self) { |             .target, .target_must_resolve, .prereq, .prereq_must_resolve => unreachable, // not an error |             .incomplete_quoted_prerequisite,"
3,Build/Cache/DepTokenizer.zig,462,"return switch (self) { |             .target, .target_must_resolve, .prereq, .prereq_must_resolve => unreachable, // not an error |             .incomplete_quoted_prerequisite => ""incomplete quoted pr..."
4,Build/Cache.zig,293,".{fmt.fmtSliceHexLower(&bin_digest)}, |     ) catch unreachable; |     return out_digest;"
5,Build/Fuzz/WebServer.zig,204,".cpu_features = fuzzer_cpu_features, |         }) catch unreachable) catch unreachable, |         .output_mode = .Exe,"
6,Build/Fuzz/WebServer.zig,204,".cpu_features = fuzzer_cpu_features, |         }) catch unreachable) catch unreachable, |         .output_mode = .Exe,"
7,Build/Fuzz/WebServer.zig,286,"} |         const header = stdout.reader().readStruct(Header) catch unreachable; |         while (stdout.readableLength() < header.bytes_len) {"
8,Build/Step/CheckObject.zig,596,".wasm => try WasmDumper.parseAndDump(step, chk, contents), |             else => unreachable, |         };"
9,Build/Step/CheckObject.zig,712,"|                 .compute_cmp => unreachable, |             }"
10,Build/Step/CheckObject.zig,1159,"break :blk ""flat lookup""; |                             unreachable; |                         }"
11,Build/Step/CheckObject.zig,1286,"}, |                             else => unreachable, |                         }"
12,Build/Step/CheckObject.zig,1380,"0xe => tag = .flat, |                             else => unreachable, |                         }"
13,Build/Step/CheckObject.zig,1420,"}, |                             else => unreachable, |                         }"
14,Build/Step/CheckObject.zig,1597,"macho.EXPORT_SYMBOL_FLAGS_KIND_THREAD_LOCAL => .tlv, |                                     else => unreachable, |                                 },"
15,Build/Step/CheckObject.zig,1694,"|                     else => unreachable, |                 }"
16,Build/Step/CheckObject.zig,1796,"else |                 unreachable; |"
17,Build/Step/CheckObject.zig,1951,"}, |                     else => unreachable, |                 }"
18,Build/Step/CheckObject.zig,2661,"}, |             else => unreachable, |         }"
19,Build/Step/CheckObject.zig,2695,".global_get => try writer.print(""global.get {x}\n"", .{try std.leb.readUleb128(u32, reader)}), |             else => unreachable, |         }"
20,Build/Step/Compile.zig,1204,"}, |                                             .no => unreachable, |                                         },"
21,Build/Step/ConfigHeader.zig,210,".autoconf_at => try render_autoconf_at(step, contents, &output, config_header.values, src_path), |                 else => unreachable, |             }"
22,Build/Step/Run.zig,642,"} |                 unreachable; // two keys cannot be equal |             }"
23,Build/Step/Run.zig,763,".output_directory => output_sub_path, |                 else => unreachable, |             };"
24,Build/Step/Run.zig,792,".output_directory => output_sub_path, |             else => unreachable, |         };"
25,Build/Step/Run.zig,897,"}, |             .output_file, .output_directory => unreachable, |         }"
26,Build/Step/Run.zig,1468,"} |         const header = stdout.reader().readStruct(Header) catch unreachable; |         while (stdout.readableLength() < header.bytes_len) {"
27,Build/Step/Run.zig,1540,"else |                         unreachable; |                     if (msg.len > 0) {"
28,Build/Step.zig,500,"} |         const header = stdout.reader().readStruct(Header) catch unreachable; |         while (stdout.readableLength() < header.bytes_len) {"
29,Build/Step.zig,618,".compile => s.cast(Compile).?.zig_process = zp, |         else => unreachable, |     }"
30,Build/Step.zig,632,"}, |         else => unreachable, |     }"
31,Build/Step.zig,761,"error.CacheCheckFailed => switch (man.diagnostic) { |             .none => unreachable, |             .manifest_create, .manifest_read, .manifest_lock, .manifest_seek => |e| return s.fail(""failed to c..."
32,Build/Watch.zig,379,".ACCESS_DENIED => return error.AccessDenied, |                     .INVALID_PARAMETER => unreachable, |                     else => |rc| return windows.unexpectedStatus(rc),"
33,Build.zig,2216,"|     unreachable; // Bad @dependencies source | }"
34,Build.zig,2234,"|     unreachable; // Bad @dependencies source | }"
35,Build.zig,2269,"|     comptime unreachable; // Bad @dependencies source | }"
36,Progress.zig,399,"debug_start_trace.dump(); |         unreachable; |     }"
37,Progress.zig,456,"if (switch (global_progress.terminal_mode) { |                 .off => unreachable, // handled a few lines above |                 .ansi_escape_codes => std.Thread.spawn(.{}, updateThreadRun, .{}),"
38,Progress.zig,458,".ansi_escape_codes => std.Thread.spawn(.{}, updateThreadRun, .{}), |                 .windows_api => if (is_windows) std.Thread.spawn(.{}, windowsApiUpdateThreadRun, .{}) else unreachable, |          ..."
39,Progress.zig,681,"switch (global_progress.terminal_mode) { |         .off => unreachable, |         .ansi_escape_codes => {"
40,Progress.zig,688,".windows_api => |windows_api| { |             const bytes = if (!is_windows) unreachable else switch (windows_api.code_page) { |                 // Code page 437 is the default code page and contains ..."
41,Progress.zig,840,"parent.* = switch (parent.*) { |             .unused => unreachable, |             .none => .none,"
42,Progress.zig,1137,"switch (global_progress.terminal_mode) { |         .off => unreachable, |         .ansi_escape_codes => {"
43,Progress.zig,1142,"}, |         .windows_api => if (!is_windows) unreachable, |     }"
44,Random.zig,108,"const UnsignedT = std.meta.Int(.unsigned, bits); |     const ceil_bytes = comptime std.math.divCeil(u16, bits, 8) catch unreachable; |     const ByteAlignedT = std.meta.Int(.unsigned, ceil_bytes * 8);"
45,Random.zig,414,"if (point < accumulator) return index; |     } else unreachable; | }"
46,SemanticVersion.zig,62,"error.InvalidCharacter => null, |             error.Overflow => unreachable, |         };"
47,SemanticVersion.zig,66,"error.InvalidCharacter => null, |             error.Overflow => unreachable, |         };"
48,Target/Query.zig,283,"'-' => sub_set, |                 else => unreachable, |             };"
49,Target.zig,1691,".@""inline"", |                 => unreachable, |"
50,Target.zig,2395,".riscv64 => ""riscv64-lp64"", |                             else => unreachable, |                         },"
51,Target.zig,2563,"=> none, |         } catch unreachable; |     }"
52,Target.zig,2747,"128 => 16, |             else => unreachable, |         },"
53,Target.zig,3160,".avr, |             => unreachable, // Handled above. |         }),"
54,Target.zig,3256,".avr, |             => unreachable, // Handled above. |         }),"
55,Thread/Condition.zig,73,"self.impl.wait(mutex, null) catch |err| switch (err) { |         error.Timeout => unreachable, // no timeout provided so we shouldn't have timed-out |     };"
56,Thread/Condition.zig,130,"const timeout_ns = timeout orelse { |             unreachable; // deadlock detected |         };"
57,Thread/Futex.zig,33,"Impl.wait(ptr, expect, null) catch |err| switch (err) { |         error.Timeout => unreachable, // null timeout meant to wait forever |     };"
58,Thread/Futex.zig,116,"const delay = timeout orelse { |             unreachable; // deadlock detected |         };"
59,Thread/Futex.zig,158,"}, |             else => unreachable, |         }"
60,Thread/Futex.zig,229,"}, |             else => unreachable, |         }"
61,Thread/Futex.zig,247,".INTR => continue, // spurious wake() |                 .FAULT => unreachable, // __ulock_wake doesn't generate EFAULT according to darwin pthread_cond_t |                 .NOENT => return, // nothing..."
62,Thread/Futex.zig,249,".NOENT => return, // nothing was woken up |                 .ALREADY => unreachable, // only for UL.Op.WAKE_THREAD |                 else => unreachable,"
63,Thread/Futex.zig,250,".ALREADY => unreachable, // only for UL.Op.WAKE_THREAD |                 else => unreachable, |             }"
64,Thread/Futex.zig,281,".INVAL => {}, // possibly timeout overflow |             .FAULT => unreachable, // ptr was invalid |             else => unreachable,"
65,Thread/Futex.zig,282,".FAULT => unreachable, // ptr was invalid |             else => unreachable, |         }"
66,Thread/Futex.zig,297,".FAULT => {}, // pointer became invalid while doing the wake |             else => unreachable, |         }"
67,Thread/Futex.zig,329,".SUCCESS => {}, |             .FAULT => unreachable, // one of the args points to invalid memory |             .INVAL => unreachable, // arguments should be correct"
68,Thread/Futex.zig,330,".FAULT => unreachable, // one of the args points to invalid memory |             .INVAL => unreachable, // arguments should be correct |             .TIMEDOUT => {"
69,Thread/Futex.zig,336,".INTR => {}, // spurious wake |             else => unreachable, |         }"
70,Thread/Futex.zig,352,".FAULT => {}, // it's ok if the ptr doesn't point to valid memory |             .INVAL => unreachable, // arguments should be correct |             else => unreachable,"
71,Thread/Futex.zig,353,".INVAL => unreachable, // arguments should be correct |             else => unreachable, |         }"
72,Thread/Futex.zig,377,".SUCCESS => {}, // woken up by wake |             .NOSYS => unreachable, // the futex operation shouldn't be invalid |             .FAULT => unreachable, // ptr was invalid"
73,Thread/Futex.zig,378,".NOSYS => unreachable, // the futex operation shouldn't be invalid |             .FAULT => unreachable, // ptr was invalid |             .AGAIN => {}, // ptr != expect"
74,Thread/Futex.zig,380,".AGAIN => {}, // ptr != expect |             .INVAL => unreachable, // invalid timeout |             .TIMEDOUT => {"
75,Thread/Futex.zig,387,".CANCELED => {}, // spurious wake from signal with SA_RESTART |             else => unreachable, |         }"
76,Thread/Futex.zig,423,"if (!timeout_overflowed) { |                 sleep_timer = std.time.Timer.start() catch unreachable; |             }"
77,Thread/Futex.zig,444,".INTR => {}, // spurious wake |             .INVAL => unreachable, // invalid timeout |             else => unreachable,"
78,Thread/Futex.zig,445,".INVAL => unreachable, // invalid timeout |             else => unreachable, |         }"
79,Thread/Futex.zig,483,"2 => return error.Timeout, |             else => unreachable, |         }"
80,Thread/Futex.zig,546,"if (timeout) |timeout_ns| { |                 ts = std.posix.clock_gettime(c.CLOCK.REALTIME) catch unreachable; |                 ts.sec +|= @as(@TypeOf(ts.sec), @intCast(timeout_ns / std.time.ns_per_..."
81,Thread/Futex.zig,580,"}, |                     .INVAL => unreachable, // cond, mutex, and potentially ts should all be valid |                     .PERM => unreachable, // mutex is locked when cond_*wait() functions are ca..."
82,Thread/Futex.zig,581,".INVAL => unreachable, // cond, mutex, and potentially ts should all be valid |                     .PERM => unreachable, // mutex is locked when cond_*wait() functions are called |                   ..."
83,Thread/Futex.zig,582,".PERM => unreachable, // mutex is locked when cond_*wait() functions are called |                     else => unreachable, |                 }"
84,Thread/Futex.zig,652,"const head: *Waiter = @fieldParentPtr(""node"", entry_node); |             const tail = head.tail orelse unreachable; |"
85,Thread/Futex.zig,706,"// The queue head and tail must exist if we're removing a queued waiter. |                 const head: *Waiter = @fieldParentPtr(""node"", entry.node orelse unreachable); |                 const tail = ..."
86,Thread/Futex.zig,707,"const head: *Waiter = @fieldParentPtr(""node"", entry.node orelse unreachable); |                 const tail = head.tail orelse unreachable; |"
87,Thread/Futex.zig,832,"// If we return early without waiting, the waiter on the stack would be invalidated and the wake() thread risks a UAF. |             defer if (!cancelled) waiter.event.wait(null) catch unreachable; |"
88,Thread/Futex.zig,1030,"if (deadline.timeout != null) { |             deadline.started = std.time.Timer.start() catch unreachable; |         }"
89,Thread/Mutex.zig,96,"if (!self.tryLock()) { |             unreachable; // deadlock detected |         }"
90,Thread/ResetEvent.zig,28,"self.impl.wait(null) catch |err| switch (err) { |         error.Timeout => unreachable, // no timeout provided so we shouldn't have timed-out |     };"
91,Thread/ResetEvent.zig,74,"const timeout_ns = timeout orelse { |             unreachable; // deadlock detected |         };"
92,Thread/RwLock.zig,119,"}, |             .locked_exclusive => unreachable, // deadlock detected |         }"
93,Thread/RwLock.zig,126,"switch (rwl.state) { |             .unlocked => unreachable, // too many calls to `unlockShared` |             .locked_exclusive => unreachable, // exclusively held lock"
94,Thread/RwLock.zig,127,".unlocked => unreachable, // too many calls to `unlockShared` |             .locked_exclusive => unreachable, // exclusively held lock |             .locked_shared => {"
95,Thread/Semaphore.zig,47,"pub fn timedWait(sem: *Semaphore, timeout_ns: u64) error{Timeout}!void { |     var timeout_timer = std.time.Timer.start() catch unreachable; |"
96,Thread.zig,89,".OPNOTSUPP, |                 => unreachable, |                 else => return,"
97,Thread.zig,157,".SUCCESS => return, |                     .RANGE => unreachable, |                     else => |e| return posix.unexpectedErrno(e),"
98,Thread.zig,208,".SUCCESS => return, |                 .INVAL => unreachable, |                 .SRCH => unreachable,"
99,Thread.zig,209,".INVAL => unreachable, |                 .SRCH => unreachable, |                 .NOMEM => unreachable,"
100,Thread.zig,210,".SRCH => unreachable, |                 .NOMEM => unreachable, |                 else => |e| return posix.unexpectedErrno(e),"
101,Thread.zig,226,".SUCCESS => return, |                 .INVAL => unreachable, |                 .FAULT => unreachable,"
102,Thread.zig,227,".INVAL => unreachable, |                 .FAULT => unreachable, |                 .NAMETOOLONG => unreachable, // already checked"
103,Thread.zig,228,".FAULT => unreachable, |                 .NAMETOOLONG => unreachable, // already checked |                 .SRCH => unreachable,"
104,Thread.zig,229,".NAMETOOLONG => unreachable, // already checked |                 .SRCH => unreachable, |                 else => |e| return posix.unexpectedErrno(e),"
105,Thread.zig,262,".SUCCESS => return std.mem.sliceTo(buffer, 0), |                     .RANGE => unreachable, |                     else => |e| return posix.unexpectedErrno(e),"
106,Thread.zig,301,".SUCCESS => return std.mem.sliceTo(buffer, 0), |                 .SRCH => unreachable, |                 else => |e| return posix.unexpectedErrno(e),"
107,Thread.zig,309,".SUCCESS => return std.mem.sliceTo(buffer, 0), |                 .INVAL => unreachable, |                 .SRCH => unreachable,"
108,Thread.zig,310,".INVAL => unreachable, |                 .SRCH => unreachable, |                 else => |e| return posix.unexpectedErrno(e),"
109,Thread.zig,325,".SUCCESS => return std.mem.sliceTo(buffer, 0), |                 .INVAL => unreachable, |                 .FAULT => unreachable,"
110,Thread.zig,326,".INVAL => unreachable, |                 .FAULT => unreachable, |                 .SRCH => unreachable,"
111,Thread.zig,327,".FAULT => unreachable, |                 .SRCH => unreachable, |                 else => |e| return posix.unexpectedErrno(e),"
112,Thread.zig,478,"PosixThreadImpl => ?*anyopaque, |     else => unreachable, | } {"
113,Thread.zig,598,".running => {}, |                     .completed => unreachable, |                     .detached => self.thread.free(),"
114,Thread.zig,612,"var fba = std.heap.FixedBufferAllocator.init(instance_bytes); |         const instance = fba.allocator().create(Instance) catch unreachable; |         instance.* = .{"
115,Thread.zig,652,".completed => self.thread.free(), |             .detached => unreachable, |         }"
116,Thread.zig,657,"fn join(self: Impl) void { |         windows.WaitForSingleObjectEx(self.thread.thread_handle, windows.INFINITE, false) catch unreachable; |         windows.CloseHandle(self.thread.thread_handle);"
117,Thread.zig,711,"posix.sysctl(&mib, &count, &count_size, null, 0) catch |err| switch (err) { |                     error.NameTooLong, error.UnknownName => unreachable, |                     else => |e| return e,"
118,Thread.zig,739,"posix.sysctlbynameZ(name, &count, &count_len, null, 0) catch |err| switch (err) { |                     error.NameTooLong, error.UnknownName => unreachable, |                     else => |e| return e,"
119,Thread.zig,783,".AGAIN => return error.SystemResources, |             .PERM => unreachable, |             .INVAL => unreachable,"
120,Thread.zig,784,".PERM => unreachable, |             .INVAL => unreachable, |             else => |err| return posix.unexpectedErrno(err),"
121,Thread.zig,796,".SUCCESS => {}, |             .INVAL => unreachable, // thread handle is not joinable |             .SRCH => unreachable, // thread handle is invalid"
122,Thread.zig,797,".INVAL => unreachable, // thread handle is not joinable |             .SRCH => unreachable, // thread handle is invalid |             else => unreachable,"
123,Thread.zig,798,".SRCH => unreachable, // thread handle is invalid |             else => unreachable, |         }"
124,Thread.zig,805,".SUCCESS => {}, |             .INVAL => unreachable, // thread handle is not joinable (or another thread is already joining in) |             .SRCH => unreachable, // thread handle is invalid"
125,Thread.zig,806,".INVAL => unreachable, // thread handle is not joinable (or another thread is already joining in) |             .SRCH => unreachable, // thread handle is invalid |             .DEADLK => unreachable, ..."
126,Thread.zig,807,".SRCH => unreachable, // thread handle is invalid |             .DEADLK => unreachable, // two threads tried to join each other |             else => unreachable,"
127,Thread.zig,808,".DEADLK => unreachable, // two threads tried to join each other |             else => unreachable, |         }"
128,Thread.zig,877,".completed => self.join(), |             .detached => unreachable, |         }"
129,Thread.zig,915,"1 => continue, // expected =! loaded |                 2 => unreachable, // timeout (infinite) |                 else => unreachable,"
130,Thread.zig,916,"2 => unreachable, // timeout (infinite) |                 else => unreachable, |             }"
131,Thread.zig,1060,"}, |             .completed => unreachable, |             .detached => {"
132,Thread.zig,1360,"} |             unreachable; |         }"
133,Thread.zig,1375,".running => {}, |                     .completed => unreachable, |                     .detached => self.thread.freeAndExit(),"
134,Thread.zig,1418,") catch |err| switch (err) { |             error.MemoryMappingNotSupported => unreachable, |             error.AccessDenied => unreachable,"
135,Thread.zig,1419,"error.MemoryMappingNotSupported => unreachable, |             error.AccessDenied => unreachable, |             error.PermissionDenied => unreachable,"
136,Thread.zig,1420,"error.AccessDenied => unreachable, |             error.PermissionDenied => unreachable, |             error.ProcessFdQuotaExceeded => unreachable,"
137,Thread.zig,1421,"error.PermissionDenied => unreachable, |             error.ProcessFdQuotaExceeded => unreachable, |             error.SystemFdQuotaExceeded => unreachable,"
138,Thread.zig,1422,"error.ProcessFdQuotaExceeded => unreachable, |             error.SystemFdQuotaExceeded => unreachable, |             error.MappingAlreadyExists => unreachable,"
139,Thread.zig,1423,"error.SystemFdQuotaExceeded => unreachable, |             error.MappingAlreadyExists => unreachable, |             else => |e| return e,"
140,Thread.zig,1434,") catch |err| switch (err) { |             error.AccessDenied => unreachable, |             else => |e| return e,"
141,Thread.zig,1480,".AGAIN => return error.ThreadQuotaExceeded, |             .INVAL => unreachable, |             .NOMEM => return error.SystemResources,"
142,Thread.zig,1482,".NOMEM => return error.SystemResources, |             .NOSPC => unreachable, |             .PERM => unreachable,"
143,Thread.zig,1483,".NOSPC => unreachable, |             .PERM => unreachable, |             .USERS => unreachable,"
144,Thread.zig,1484,".PERM => unreachable, |             .USERS => unreachable, |             else => |err| return posix.unexpectedErrno(err),"
145,Thread.zig,1497,".completed => self.join(), |             .detached => unreachable, |         }"
146,Thread.zig,1526,".AGAIN => continue, |                 else => unreachable, |             }"
147,array_hash_map.zig,1699,"} |             unreachable; |         }"
148,array_hash_map.zig,1726,"} |             unreachable; |         }"
149,array_hash_map.zig,1837,"} |                     unreachable; |                 }"
150,array_hash_map.zig,1840,"} |             unreachable; |         }"
151,array_hash_map.zig,1868,"} |             unreachable; |         }"
152,array_hash_map.zig,1912,"} |                 unreachable; |             }"
153,array_list.zig,1325,"while (i < 10) : (i += 1) { |                 list.append(@as(i32, @intCast(i + 1))) catch unreachable; |             }"
154,array_list.zig,1343,"|         list.appendSlice(&[_]i32{ 1, 2, 3 }) catch unreachable; |         try testing.expect(list.items.len == 12);"
155,array_list.zig,1351,"var unaligned: [3]i32 align(1) = [_]i32{ 4, 5, 6 }; |         list.appendUnalignedSlice(&unaligned) catch unreachable; |         try testing.expect(list.items.len == 12);"
156,array_list.zig,1358,"|         list.appendSlice(&[_]i32{}) catch unreachable; |         try testing.expect(list.items.len == 9);"
157,array_list.zig,1375,"while (i < 10) : (i += 1) { |                 list.append(a, @as(i32, @intCast(i + 1))) catch unreachable; |             }"
158,array_list.zig,1393,"|         list.appendSlice(a, &[_]i32{ 1, 2, 3 }) catch unreachable; |         try testing.expect(list.items.len == 12);"
159,array_list.zig,1401,"var unaligned: [3]i32 align(1) = [_]i32{ 4, 5, 6 }; |         list.appendUnalignedSlice(a, &unaligned) catch unreachable; |         try testing.expect(list.items.len == 12);"
160,array_list.zig,1408,"|         list.appendSlice(a, &[_]i32{}) catch unreachable; |         try testing.expect(list.items.len == 9);"
161,bit_set.zig,761,"pub fn deinit(self: *Self, allocator: Allocator) void { |         self.resize(allocator, 0, false) catch unreachable; |     }"
162,bounded_array.zig,56,"*align(alignment) const [buffer_capacity]T => []align(alignment) const T, |             else => unreachable, |         } {"
163,builtin.zig,186,".thumb => .{ .arm_aapcs_vfp = .{} }, |         else => unreachable, |     };"
164,builtin.zig,193,".spirv, .spirv32, .spirv64 => .spirv_kernel, |         else => unreachable, |     };"
165,builtin.zig,211,".avr => .avr_interrupt, |         else => unreachable, |     };"
166,builtin.zig,224,".aarch64, .aarch64_be => .{ .aarch64_vfabi = .{} }, |         else => unreachable, |     };"
167,c/freebsd.zig,333,"NETDOWN = 50, // Network is down |     NETUNREACH = 51, // Network is unreachable |     NETRESET = 52, // Network dropped connection on reset"
168,c/netbsd.zig,129,"NETDOWN = 50, // Network is down |     NETUNREACH = 51, // Network is unreachable |     NETRESET = 52, // Network dropped connection on reset"
169,c/openbsd.zig,259,"NETDOWN = 50, // Network is down |     NETUNREACH = 51, // Network is unreachable |     NETRESET = 52, // Network dropped connection on reset"
170,c.zig,7240,".arm, .powerpc => c_int, |             else => unreachable, |         } = 0,"
171,coff.zig,533,"const len = std.mem.indexOfScalar(u8, &self.name, @as(u8, 0)) orelse self.name.len; |         const offset = std.fmt.parseInt(u32, self.name[1..len], 10) catch unreachable; |         return offset;"
172,coff.zig,540,"if (self.flags.ALIGN == 0) return null; |         return std.math.powi(u16, 2, self.flags.ALIGN - 1) catch unreachable; |     }"
173,coff.zig,1195,"IMAGE_NT_OPTIONAL_HDR64_MAGIC => self.getOptionalHeader64().image_base, |             else => unreachable, // We assume we have validated the header already |         };"
174,coff.zig,1204,"IMAGE_NT_OPTIONAL_HDR64_MAGIC => self.getOptionalHeader64().number_of_rva_and_sizes, |             else => unreachable, // We assume we have validated the header already |         };"
175,coff.zig,1213,"IMAGE_NT_OPTIONAL_HDR64_MAGIC => @sizeOf(OptionalHeaderPE64), |             else => unreachable, // We assume we have validated the header already |         };"
176,compress/flate/bit_reader.zig,173,"flag.buffered => {}, |                 else => unreachable, |             }"
177,compress/flate/bit_reader.zig,204,"const ab = self.alignBits(); |             if (ab > 0) self.shift(ab) catch unreachable; |         }"
178,compress/flate/bit_reader.zig,341,"u32 => try testing.expectEqual(@as(u32, 0x04_03_02_01), br.bits), |             else => unreachable, |         }"
179,compress/flate/huffman_encoder.zig,441,"}, |             else => unreachable, |         }"
180,compress/flate/inflate.zig,312,"// overflow is not possible since the type is unsigned. |             return std.math.divCeil(usize, self.bits.nbits, 8) catch unreachable; |         }"
181,compress/lzma2/decode.zig,94,"}, |             else => unreachable, |         };"
182,compress/zstandard/decode/block.zig,458,"// const written_bytes_per_stream = (literals.header.regenerated_size + 3) / 4; |                 const huffman_tree = self.huffman_tree orelse unreachable; |                 const max_bit_count = huf..."
183,compress/zstandard/decode/block.zig,531,"// const written_bytes_per_stream = (literals.header.regenerated_size + 3) / 4; |                 const huffman_tree = self.huffman_tree orelse unreachable; |                 const max_bit_count = huf..."
184,compress/zstandard/decode/huffman.zig,77,"var read_bits: u16 = 0; |         const even_bits = huff_bits.readBits(u32, even_data.bits, &read_bits) catch unreachable; |         weights[i] = std.math.cast(u4, even_data.symbol) orelse return erro..."
185,compress/zstandard/decode/huffman.zig,89,"const odd_data = entries[odd_state]; |         const odd_bits = huff_bits.readBits(u32, odd_data.bits, &read_bits) catch unreachable; |         weights[i] = std.math.cast(u4, odd_data.symbol) orelse r..."
186,compress/zstandard/decompress.zig,315,") catch |err| switch (err) { |             error.WindowTooLarge => unreachable, |             inline else => |e| return e,"
187,compress/zstandard/readers.zig,41,"var i: usize = 0; |         while (i < 8 and 0 == self.readBitsNoEof(u1, 1) catch unreachable) : (i += 1) {} |         if (i == 8) return error.BitStreamHasNoStartBit;"
188,crypto/25519/curve25519.zig,139,"var sk: [32]u8 = undefined; |     _ = std.fmt.hexToBytes(&sk, skh) catch unreachable; |     const edp = try crypto.ecc.Edwards25519.basePoint.mul(sk);"
189,crypto/25519/curve25519.zig,144,"var expected: [32]u8 = undefined; |     _ = std.fmt.hexToBytes(&expected, expected_hex) catch unreachable; |     try std.testing.expectEqualSlices(u8, &xp.toBytes(), &expected);"
190,crypto/25519/ed25519.zig,269,"return KeyPair{ |                 .public_key = PublicKey.fromBytes(pk_bytes) catch unreachable, |                 .secret_key = try SecretKey.fromBytes(sk_bytes),"
191,crypto/25519/edwards25519.zig,448,"// but it is about as fast to just recompute y from the curve equation. |         const y = xmontToYmont(x) catch unreachable; |         return .{ .x = x, .y = y, .not_square = not_square };"
192,crypto/Certificate/Bundle.zig,24,"// that parsing will succeed here. |     const issuer = issuer_cert.parse() catch unreachable; |     try subject.verify(issuer, now_sec);"
193,crypto/Certificate.zig,1246,"const m = Fe.fromBytes(public_key.n, &msg, .big) catch return error.MessageTooLong; |         const e = public_key.n.powPublic(m, public_key.e) catch unreachable; |         var res: [modulus_len]u8 = ..."
194,crypto/Certificate.zig,1248,"var res: [modulus_len]u8 = undefined; |         e.toBytes(&res, .big) catch unreachable; |         return res;"
195,crypto/aegis.zig,200,"}, |                 else => unreachable, |             }"
196,crypto/aegis.zig,236,"}, |                     else => unreachable, |                 }"
197,crypto/aegis.zig,255,"}, |                 else => unreachable, |             }"
198,crypto/aegis.zig,495,"}, |                 else => unreachable, |             }"
199,crypto/aegis.zig,531,"}, |                     else => unreachable, |                 }"
200,crypto/aegis.zig,550,"}, |                 else => unreachable, |             }"
201,crypto/aes/soft.zig,796,"const stride = switch (side_channels_mitigations) { |             .none => unreachable, |             .basic => sbox.len / 4,"
202,crypto/aes/soft.zig,835,"const stride = switch (side_channels_mitigations) { |             .none => unreachable, |             .basic => table_len / 4,"
203,crypto/aes_gcm.zig,38,"|             const block_count = (math.divCeil(usize, ad.len, Ghash.block_length) catch unreachable) + (math.divCeil(usize, c.len, Ghash.block_length) catch unreachable) + 1; |             var mac = ..."
204,crypto/aes_gcm.zig,38,"|             const block_count = (math.divCeil(usize, ad.len, Ghash.block_length) catch unreachable) + (math.divCeil(usize, c.len, Ghash.block_length) catch unreachable) + 1; |             var mac = ..."
205,crypto/aes_gcm.zig,80,"|             const block_count = (math.divCeil(usize, ad.len, Ghash.block_length) catch unreachable) + (math.divCeil(usize, c.len, Ghash.block_length) catch unreachable) + 1; |             var mac = ..."
206,crypto/aes_gcm.zig,80,"|             const block_count = (math.divCeil(usize, ad.len, Ghash.block_length) catch unreachable) + (math.divCeil(usize, c.len, Ghash.block_length) catch unreachable) + 1; |             var mac = ..."
207,crypto/asn1/Oid.zig,122,"var buf: [256]u8 = undefined; |     const oid = fromDot(dot_notation, &buf) catch unreachable; |     return oid.encoded.len;"
208,crypto/asn1/Oid.zig,130,"comptime var buf: [256]u8 = undefined; |     const oid = comptime fromDot(dot_notation, &buf) catch unreachable; |     return oid.encoded[0..oid.encoded.len].*;"
209,crypto/asn1/Oid.zig,200,"var res: [hex.len / 2]u8 = undefined; |     _ = std.fmt.hexToBytes(&res, hex) catch unreachable; |     return res;"
210,crypto/asn1.zig,107,"tag1.number = @intCast(n); |                 writer2.writeByte(@bitCast(tag1)) catch unreachable; |             },"
211,crypto/asn1.zig,112,"const tag2 = NextTag{ .number = @intCast(n), .continues = false }; |                 writer2.writeByte(@bitCast(tag1)) catch unreachable; |                 writer2.writeByte(@bitCast(tag2)) catch unre..."
212,crypto/asn1.zig,113,"writer2.writeByte(@bitCast(tag1)) catch unreachable; |                 writer2.writeByte(@bitCast(tag2)) catch unreachable; |             },"
213,crypto/asn1.zig,119,"const tag3 = NextTag{ .number = @truncate(n), .continues = false }; |                 writer2.writeByte(@bitCast(tag1)) catch unreachable; |                 writer2.writeByte(@bitCast(tag2)) catch unr..."
214,crypto/asn1.zig,120,"writer2.writeByte(@bitCast(tag1)) catch unreachable; |                 writer2.writeByte(@bitCast(tag2)) catch unreachable; |                 writer2.writeByte(@bitCast(tag3)) catch unreachable;"
215,crypto/asn1.zig,121,"writer2.writeByte(@bitCast(tag2)) catch unreachable; |                 writer2.writeByte(@bitCast(tag3)) catch unreachable; |             },"
216,crypto/bcrypt.zig,642,".{ prefix, params.rounds_log / 10, params.rounds_log % 10, salt_str, ct_str }, |         ) catch unreachable; |         debug.assert(s.len == s_buf.len);"
217,crypto/blake3.zig,677,"var expected_bytes: [expected_hex.len / 2]u8 = undefined; |     _ = fmt.hexToBytes(expected_bytes[0..], expected_hex[0..]) catch unreachable; |     try testing.expectEqual(actual_bytes, expected_bytes..."
218,crypto/ecdsa.zig,135,"const seq_len = @as(u8, @intCast(2 + r_len + 2 + s_len)); |                 w.writeAll(&[_]u8{ 0x30, seq_len }) catch unreachable; |                 w.writeAll(&[_]u8{ 0x02, r_len }) catch unreachable..."
